id,PHONE,affiliation,city,name,state,street,zipcode
120,(312) 226-4823,,chicago,zion hill m b c chicago west,il,1255 s ashland ave,60608
121,(312) 846-6869,,chicago,holy covenant cgic,il,1517 w hastings st,60608
122,(312) 563-4825,episcopalian,chicago,episcopal diocese of chicago,il,707 s wood st,60612
123,(312) 664-7770,jewish,chicago,lubavitch chabad off del loop,il,1236 n dearborn st,60610
124,(312) 664-4971,christian jehovah's witnesses,chicago,jehovah's witnesses,il,1301 n mohawk st,60610
125,(312) 842-6777,,chicago,st therese chinese mission,il,218 w alexander st,60616
126,(312) 243-7579,baptist,chicago,pilgrim rest missionary baptist church,il,1901 w washington blvd,60612
127,(312) 243-4655,catholic,chicago,arch diocese of chicago,il,1850 s throop st,60608
128,(312) 842-8546,,chicago,chinese puitak school,il,2301 s wentworth ave,60616
129,(312) 226-4667,christian,chicago,westside community church,il,1937 w adams st,60612
130,(312) 266-0319,,chicago,center for new community,il,811 w evergreen ave ste 401a,60642
131,(773) 248-5683,buddhist,chicago,bodhi spiritual center,il,1012 n noble st,60642
132,(312) 794-5011,christian,chicago,city point community church,il,2255 s michigan ave,60616
137,(312) 587-3615,,chicago,lasalle foundation,il,1111 n wells st ste 500,60610
138,(312) 243-8047,baptist,chicago,first baptist congregational,il,1613 w washington blvd,60612
139,(312) 842-8545,christian,chicago,chinese christian union church,il,2301 s wentworth ave,60616
140,(312) 733-0200,christian,chicago,christian community development association,il,1100 w cermak rd ste b414,60608
141,(312) 664-5485,greek orthodox,chicago,annunciation greek orthodox cathedral,il,1017 n la salle dr,60610
142,(312) 534-1837,catholic,chicago,archdiocese vicar for priests,il,980 n michigan ave ste 1525,60611
143,(312) 666-3675,catholic,chicago,holy innocents ch,il,743 n armour st,60642
144,(312) 664-1271,,chicago,church of the ascension,il,1133 n la salle dr,60610
145,(312) 664-5474,evangelical,chicago,victory ministries,il,770 n la salle dr ste 300,60654
146,(312) 913-1211,buddhist,chicago,soka gakkai international,il,1455 s wabash ave,60605
147,(312) 534-5388,catholic,chicago,archdiocese of chicago pastoral centers,il,737 n michigan ave,60611
150,(312) 421-6546,baptist,chicago,greater union baptist church,il,1956 w warren blvd,60612
152,(312) 733-2602,evangelical,chicago,ministry of helps & deliverance,il,2142 w van buren st,60612
153,(773) 276-0263,Lutheran,chicago,wicker park lutheran church,il,1502 n hoyne ave,60622
154,(773) 533-6807,,chicago,wells temple of deliverance,il,2739 w madison st,60612
155,(312) 225-0510,baptist,chicago,mount carmel baptist church,il,2978 s wabash ave,60616
156,(312) 421-5615,pentecostal,chicago,bethel temple assembly of god,il,1450 w 19th st,60608
157,(312) 226-0340,,chicago,st adalbert church,il,1650 w 17th st,60608
158,(312) 733-7486,,chicago,st ann's church,il,1836 s leavitt st,60608
159,(312) 642-3422,,chicago,st chrysostom's day school,il,1424 n dearborn st,60610
160,(312) 226-7980,christian,chicago,greater bethlehem healing,il,12 s oakley blvd,60612
161,(312) 951-7916,,chicago,church of the three crosses,il,333 w wisconsin st,60614
162,(773) 927-7424,christian,chicago,brothers of the holy cross,il,3111 s aberdeen st,60608
163,(773) 962-5650,christian,chicago,trinity united church-christ,il,3061 s lyman st,60608
164,(312) 943-6776,catholic,chicago,st vincent de paul day care,il,2145 n halsted st,60614
165,(312) 394-2860,christian bible church,chicago,new hope bible church,il,1137 n leavitt st,60622
166,(773) 525-4990,Lutheran,chicago,st james lutheran,il,2101 n fremont st,60614
167,(312) 733-6832,baptist,chicago,greater bethlehem baptist church,il,2400 w warren blvd,60612
168,(312) 344-3766,,chicago,citypoint loft,il,110 e 23rd st,60616
169,(312) 421-3520,baptist,chicago,gospel temple missionary baptist church,il,1958 w washington blvd,60612
170,(312) 291-8379,,chicago,14 parish,il,2333 s michigan ave,60616
171,(312) 791-1846,,chicago,quinn chapel ame,il,2401 s wabash ave,60616
172,(312) 465-2964,baptist,chicago,new zion missionary baptist church,il,1950 w 13th st,60608
173,(312) 738-1414,evangelical,chicago,st leonard's ministries,il,2100 w warren blvd,60612
174,(312) 226-7205,episcopalian,chicago,st. andrew's episcopal church,il,48 n hoyne ave,60612
175,(312) 226-0020,,chicago,shrine of st jude thaddeus,il,1909 s ashland ave,60608
176,(773) 373-9311,pentecostal,chicago,st paul church of god in christ,il,1028 n ashland ave,60622
177,(312) 226-0074,,chicago,dominican fathers ch,il,1909 s ashland ave,60608
178,(312) 226-1590,,chicago,st pius v school,il,1919 s ashland ave,60608
179,(312) 243-0011,catholic,chicago,dominican province of saint albert the great catholic church,il,1910 s ashland ave,60608
180,(773) 278-4212,,chicago,holy trinity high school,il,1443 w division st,60642
181,(312) 361-0500,christian,chicago,park community church,il,108 w germania pl,60610
182,(312) 432-0120,,chicago,kingsword international church,il,2140 w van buren st apt 1,60612
183,(312) 204-7230,,chicago,empower chicago,il,1501 n kingsbury st,60642
184,(312) 666-5179,catholic,chicago,st. george orthodox cathedral,il,917 n wood st,60622
185,(312) 738-0053,,chicago,metropolitan missionary,il,2151 w washington blvd,60612
186,(312) 486-7940,,chicago,st stansislaus ccd,il,1255 n noble st,60642
187,(312) 243-0104,Lutheran,chicago,lutheran social srvs,il,1340 s damen ave,60608
188,(773) 278-2470,,chicago,st. stanislaus kostka church,il,1351 w evergreen ave,60642
189,(312) 642-2498,,chicago,saint michaels church,il,1633 n cleveland ave,60614
190,(312) 642-1443,,chicago,redemptorist apostolic community,il,1633 n cleveland ave,60614
191,(312) 846-1073,evangelical,chicago,skyscraper ministries,il,520 w 26th st,60616
192,(312) 274-2476,mormon,chicago,church of jesus christ of latter-day saints,il,939 w north ave,60642
193,(312) 733-1068,,chicago,st malachy's church,il,2248 w washington blvd,60612
194,(312) 929-3167,,chicago,abundant life center for wellness & healing,il,48 e 26th st,60616
195,(312) 733-8432,christian,chicago,emanuel tabernacle m b church,il,216 s oakley blvd,60612
196,(312) 842-8100,pentecostal,chicago,one way apostolic church of god,il,2600 s michigan ave,60616
197,(312) 842-7545,episcopalian,chicago,trinity episcopal church,il,125 e 26th st,60616
198,(312) 942-2450,baptist,chicago,hope well baptist church,il,2308 w harrison st,60612
199,(773) 266-1108,hispanic christian,chicago,iglesia bautista erie,il,2201 w erie st,60612
200,(312) 664-2416,baptist,chicago,hermon baptist church,il,1754 n clark st,60614
201,(312) 943-7801,buddhist,chicago,midwest buddhist temple,il,435 w menomonee st,60614
202,(630) 740-4324,,chicago,church,il,2015 w augusta blvd,60622
203,(773) 486-1896,catholic,chicago,st stephen king of hungary ch,il,2015 w augusta blvd,60622
204,(312) 600-9945,baptist,chicago,christ disciples baptist church,il,837 s western ave ste a,60612
205,(312) 842-1871,,chicago,st jerome's church,il,2823 s princeton ave,60616
206,(312) 829-5209,catholic,chicago,saints volodymyr and olha ukrainian catholic parish,il,2245 w superior st,60612
207,(312) 243-0512,,chicago,holy trinity church,il,1211 s western ave,60608
208,(312) 733-4801,salvation army,chicago,salvation army community center,il,20 s campbell ave,60612
209,(312) 842-1919,,chicago,saint james church,il,2907 s wabash ave,60616
210,(773) 276-4537,catholic,chicago,st nicholas cathedral,il,2238 w rice st,60622
211,(773) 276-5080,catholic,chicago,st nicholas diocese,il,2245 w rice st,60622
212,(773) 276-2338,Lutheran,chicago,first bethlehem lutheran church,il,1649 w le moyne st,60622
213,(773) 697-8089,,chicago,st paul chicago,il,604 n western ave,60612
214,(773) 278-4820,,chicago,holy rosary ch,il,612 n western ave,60612
215,(312) 326-3882,,chicago,rectory 2,il,2953 s lowe ave,60616
216,(312) 842-4556,,chicago,sisters of saint joseph,il,2867 s throop st,60608
217,(773) 847-6458,Lutheran,chicago,saint matthew lutheran church,il,2108 w 21st st,60608
218,(773) 486-9260,,chicago,panos fiorentinos,il,2422 w ohio st,60612
219,(773) 252-1702,hispanic christian,chicago,mision cristiana church,il,1905 w schiller st,60622
220,(773) 842-1039,,chicago,special religious education agency,il,2930 s dearborn st,60616
221,(312) 842-6115,,chicago,st. lucy church,il,3022 s wells st,60616
222,(773) 847-7282,methodist,chicago,lincoln united methodist church,il,2242 s damen ave,60608
223,(773) 247-5667,,chicago,el buen pastor,il,2159 w cullerton st,60608
224,(312) 842-1470,christian,chicago,new life community church,il,3033 s normal ave,60616
225,(773) 486-6064,catholic,chicago,holy trinity orthodox cathedral,il,1121 n leavitt st,60622
226,(773) 384-3855,pentecostal,chicago,pentecostal church of god,il,1347 n damen ave,60622
227,(773) 235-3575,,chicago,st helen's church,il,2315 w augusta blvd,60622
228,(773) 929-1749,,chicago,hoffman john,il,1930 n kenmore ave,60614
229,(773) 278-2827,catholic,chicago,st. volodymyr cathedral,il,2250 w cortez st,60622
230,(773) 486-0620,baptist,chicago,peoples missionary baptist church,il,2127 w crystal st,60622
231,(773) 278-2034,,chicago,original new morning star m b,il,2124 w crystal st,60622
232,(773) 235-9327,,chicago,legion of mary,il,2327 w augusta blvd,60622
233,(773) 722-8440,baptist,chicago,mount ridge missionary baptist church,il,2658 w jackson blvd,60612
234,(773) 975-8181,,chicago,jesuit patna mission,il,2059 n sedgwick st,60614
235,(312) 496-3020,christian,chicago,victory outreach church,il,712 w 31st st,60616
236,(773) 459-6598,,chicago,lincoln park calvary,il,999 w armitage ave,60614
237,(773) 847-6100,catholic,chicago,st paul catholic church,il,2127 w 22nd pl,60608
238,(773) 722-3400,baptist,chicago,love & faith missionary baptist church,il,512 s washtenaw ave,60612
239,(773) 528-6650,,chicago,saint teresa of avila church,il,1037 w armitage ave,60614
240,(312) 326-1818,pentecostal,chicago,central assembly of god,il,816 w 31st st,60608
241,(773) 265-5820,baptist,chicago,st. andrews missionary baptist church,il,2701 w flournoy st,60612
242,(773) 823-9280,baptist,chicago,freewill missionary baptist church,il,2651 w roosevelt rd,60608
243,(312) 528-0124,baptist,chicago,olivet baptist church,il,3101 s king dr,60616
244,(773) 533-9212,baptist,chicago,good hope free will baptist church,il,525 s california ave,60612
245,(773) 265-7636,baptist,chicago,westside baptist ministers conference,il,325 s california ave,60612
246,(773) 533-0720,baptist,chicago,pleasant grove baptist church,il,325 s california ave,60612
247,(773) 823-7628,evangelical,chicago,new covenant church,il,2759 w harrison st,60612
248,(773) 927-8807,,chicago,ling shen ching tze temple,il,1035 w 31st st,60608
249,(773) 521-1700,christian,chicago,church mount bethlehem,il,2625 w ogden ave,60608
250,(773) 801-1294,christian,chicago,the gospel room,il,2711 w roosevelt rd,60608
251,(773) 762-6415,baptist,chicago,new upper room baptist church,il,2709 w roosevelt rd,60608
252,(773) 638-0970,,chicago,true temple-the apostolic fth,il,2803 w warren blvd,60612
253,(773) 533-4110,pentecostal,chicago,revival fellowship church of god in christ,il,2810 w washington blvd,60612
254,(312) 842-7979,,chicago,st barbara school,il,2859 s throop st,60608
255,(773) 384-8476,,chicago,holy rosary parish center,il,604 n western ave,60612
256,(312) 337-4130,greek orthodox,chicago,greek orthodox metropolis of chicago,il,40 e burton pl,60610
257,(312) 733-1547,christian,chicago,jackson boulevard christian,il,2413 w jackson blvd,60612
258,(773) 247-1628,hispanic pentecostal,chicago,iglesia de dios septimo dia,il,2235 s damen ave,60608
259,(312) 225-5564,christian,chicago,chinese christian union church,il,3000 s wallace st,60616
260,(312) 225-2257,Lutheran,chicago,christ the mediator lutheran church,il,3100 s calumet ave,60616
261,(312) 944-0304,catholic,chicago,immaculate conception,il,1431 n north park ave,60610
262,(312) 664-1511,catholic,chicago,st michael's,il,458 w eugenie st,60614
263,(312) 226-8026,evangelical,chicago,chicago international evangelical church,il,2304 w taylor st,60612
264,(773) 722-7555,baptist,chicago,landmark baptist church,il,2700 w wilcox st,60612
265,(312) 842-1039,catholic,chicago,archdiocese of chicago pastoral centers,il,2956 s lowe ave,60616
266,(312) 949-1168,,chicago,one hope united,il,514 w 31st st,60616
267,(773) 281-0371,,chicago,st clement church,il,642 w deming pl,60614
268,(773) 762-5437,,chicago,westside center of truth,il,w ogden ave,60623
269,(773) 722-9430,pentecostal,chicago,greater holy temple church-god,il,246 n california ave,60612
270,(312) 842-4417,baptist,chicago,pilgrim baptist church,il,3300 s indiana ave,60616
271,(773) 528-6462,evangelical,chicago,holy covenant church,il,925 w diversey pkwy,60614
272,(224) 541-5019,Lutheran,chicago,christ the king lutheran church & school,il,3701 s lake park ave,60653
273,(773) 823-7296,,chicago,el shaddal church new beginings,il,3509 w chicago ave,60651
274,(773) 722-8906,,chicago,new mt zion church,il,1134 s francisco ave,60612
275,(773) 533-3186,,chicago,lord of host m b church,il,3439 w chicago ave,60651
276,(773) 342-1516,,chicago,st mark's church,il,1048 n campbell ave,60622
277,(773) 523-3838,Lutheran,chicago,holy cross lutheran church,il,3116 s racine ave,60608
278,(773) 772-1141,evangelical,chicago,christian fellowship flock,il,2435 w division st,60622
279,(773) 696-9532,evangelical,chicago,new life ministries,il,2854 w van buren st,60612
280,(773) 927-6646,,chicago,st mary of perpetual help ch,il,1039 w 32nd st,60608
281,(773) 278-2644,,chicago,st. mary of the angels,il,1850 n hermitage ave,60622
282,(773) 475-7764,pentecostal,chicago,healing temple church-god-christ,il,1330 s fairfield ave,60608
283,(773) 292-5180,christian,chicago,shekinah glory full gospel church,il,2436 w division st,60622
284,(773) 826-8490,baptist,chicago,new greater exodus missionary baptist church,il,2900 w adams st,60612
285,(773) 722-2002,baptist,chicago,st. joseph missionary baptist church,il,2901 w monroe st,60612
286,(773) 325-8610,catholic,chicago,st. vincent de paul church,il,1010 w webster ave,60614
287,(312) 327-8600,,chicago,the moody church,il,1635 n la salle dr,60614
288,(773) 376-0588,catholic,chicago,our lady of vilna convent,il,3307 s union ave,60616
289,(773) 227-1538,christian,chicago,christ's vineyard,il,2716 w chicago ave,60622
290,(773) 826-1307,,chicago,holy trinity church,il,2836 w roosevelt rd,60612
291,(773) 321-9054,,chicago,city of abundant life,il,2836 w roosevelt rd,60612
292,(773) 252-5323,baptist,chicago,sure fondation missionary baptist church,il,1300 n artesian ave,60622
293,(773) 826-9477,evangelical,chicago,eternal life international ministries,il,2928 w madison st,60612
294,(773) 252-2350,catholic,chicago,ukrainian autocepholous orthodox cathedral,il,900 n washtenaw ave,60622
295,(773) 278-4808,,chicago,saint aloysius parish,il,2300 w le moyne st,60622
296,(773) 722-5338,evangelical,chicago,new life in christ ministries,il,2930 w flournoy st,60612
297,(773) 248-0021,,chicago,metropolitan chicago synod,il,1420 w dickens ave,60614
298,(773) 342-1115,pentecostal,chicago,church of god,il,2536 w division st,60622
299,(773) 533-2721,,chicago,walls memorial c m e ch,il,200 s sacramento blvd,60612
300,(773) 348-3829,united church of christ,chicago,saint paul united church of christ,il,2335 n orchard st,60614
301,(773) 826-1195,baptist,chicago,pleasant grove baptist church,il,743 s sacramento blvd,60612
302,(773) 549-0725,,chicago,cenacle prayer enrollments,il,513 w fullerton pkwy,60614
303,(773) 936-3722,,chicago,douglas park church brethren,il,1605 s california ave,60608
304,(773) 847-8771,,chicago,missionaries of charity,il,2325 w 24th pl,60608
305,(773) 722-3311,christian,chicago,lighthouse gospel mb church,il,3004 w lexington st,60612
306,(312) 842-5957,methodist,chicago,hartzell memorial united methodist church,il,3330 s king dr,60616
307,(773) 533-9135,pentecostal,chicago,central church of god,il,3011 w flournoy st,60612
308,(773) 549-3832,,chicago,church of our saviour,il,530 w fullerton pkwy,60614
309,(773) 826-7007,baptist,chicago,saint james unity baptist church,il,900 s sacramento blvd,60612
310,(773) 890-1899,pentecostal,chicago,chicago-21st saint church of god,il,2654 w 21st st,60608
311,(773) 475-6948,,chicago,la crusada,il,2624 w cermak rd,60608
312,(773) 638-6903,baptist,chicago,albany baptist church,il,139 s albany ave,60612
313,(773) 826-7009,catholic,chicago,st stephen church,il,3042 w washington blvd,60612
314,(773) 722-8391,pentecostal,chicago,emanuel church of god in christ,il,3058 w van buren st,60612
315,(773) 533-2290,,chicago,new greater st john community mb church,il,3101 w warren blvd,60612
316,(773) 638-5800,,chicago,national shrine-st peregrine,il,3121 w jackson blvd,60612
317,(773) 523-2773,,chicago,metro discovery church inc,il,2520 s western ave,60608
318,(773) 278-4400,baptist,chicago,chicago metropolitan baptist association,il,1356 n rockwell st,60622
319,(773) 327-8955,,chicago,st. josaphat church,il,2311 n southport ave,60614
320,(773) 829-4692,orthodox church,chicago,orthodox church saint george belarusian,il,2544 w le moyne st,60622
321,(773) 276-4678,orthodox church,chicago,saint george orthodox church,il,1500 n maplewood ave,60622
322,(773) 697-3663,,chicago,stat dna,il,2950 w chicago ave,60622
323,(773) 343-8860,evangelical,chicago,university bible fellowship,il,2442 n sheffield ave,60614
324,(312) 265-1027,,chicago,bright star community outreach,il,337 e 35th st,60616
325,(773) 489-4997,pentecostal,chicago,assembly of pentecostal church of jesus christ,il,1639 n artesian ave,60647
326,(773) 292-1175,pentecostal,chicago,assembly pentecostal church,il,2651 w hirsch st,60622
327,(773) 483-1866,presbyterian,chicago,chatham bethlehem presbyterian church,il,1041 w 35th st,60609
328,(773) 488-5528,presbyterian,chicago,first cumberland presbyterian ch,il,1041 w 35th st,60609
329,(773) 722-4314,christian,chicago,newllfedellverance bible,il,30f s kedzie ave,60612
330,(773) 348-6257,,chicago,st clement music office,il,642 w deming pl,60614
331,(773) 935-6140,catholic,chicago,missionary sisters-the sacred,il,2520 n lakeview ave,60614
332,(773) 826-4823,pentecostal,chicago,soul savers church of god,il,520 n albany ave,60612
333,(773) 638-3045,baptist,chicago,central memorial missionary baptist church,il,249 n kedzie ave,60612
334,(773) 522-2551,baptist,chicago,greater rose hill missionary baptist church,il,3137 w roosevelt rd,60612
335,(773) 486-9590,presbyterian,chicago,covenant presbyterian church,il,2012 w dickens ave,60647
336,(773) 287-2018,,chicago,second mount pleasant church,il,345 n kedzie ave,60612
337,(773) 261-2712,,chicago,rock of our salvation church,il,1418 w fullerton ave,60614
338,(312) 225-5300,presbyterian,chicago,sixth grace presbyterian church,il,600 e 35th st,60616
339,(773) 227-9985,pentecostal,chicago,upper room pentecostal church,il,1357 n california ave,60622
340,(773) 265-0909,baptist,chicago,new tabernacle of faith baptist church,il,531 n kedzie ave,60612
341,(773) 522-1354,,chicago,saint agatha family empowerment,il,3143 w douglas blvd,60623
342,(773) 890-3860,,chicago,truth that sets you free,il,3334 s paulina st,60608
343,(773) 360-7380,hispanic christian,chicago,iglesia luterana de la trndd,il,2921 w division st,60622
344,(773) 348-9049,catholic,chicago,seminary ave community church,il,1110 w lill ave,60614
345,(773) 268-6048,baptist,chicago,progressive baptist church,il,3658 s wentworth ave,60609
346,(773) 826-1872,churches of christ,chicago,monroe street church of christ,il,3300 w monroe st,60624
347,(312) 534-5355,,chicago,respect life office,il,3525 s lake park ave,60653
348,(773) 522-3050,,chicago,st agatha's church,il,3147 w douglas blvd,60623
349,(773) 826-7406,,chicago,holy hill m b church,il,639 n kedzie ave,60612
350,(773) 868-0976,christian,chicago,jointly maintain christian sci,il,2628 n clark st,60614
351,(312) 534-8388,catholic,chicago,archdiocese of chicago pastora,il,3525 s lake park ave,60653
352,(773) 762-8021,pentecostal,chicago,congregational church of god in christ,il,3146 w 15th pl,60623
353,(773) 265-9600,,chicago,greater little rock the lord,il,647 n kedzie ave,60612
354,(773) 927-6263,,chicago,nativity of our lord,il,653 w 37th st,60609
355,(773) 762-8753,baptist,chicago,greater open door baptist church,il,1301 s sawyer ave,60623
356,(773) 638-3924,baptist,chicago,king david baptist church,il,3322 w gladys ave,60624
357,(773) 533-0034,baptist,chicago,joshua missionary baptist,il,3255 w carroll ave,60624
358,(773) 772-4161,united church of christ,chicago,st. john united church of christ,il,2442 w moffat st,60647
359,(773) 549-3362,christian science,chicago,christian science reading room,il,2700 n pine grove ave,60614
360,(773) 265-9593,,chicago,philadelphia missionary mb,il,3329 w washington blvd,60624
361,(773) 675-8069,evangelical,chicago,hickland ministries,il,53 e 36th st,60653
362,(773) 480-1884,,chicago,philadelphia school of arts,il,3335 w washington blvd,60624
363,(773) 521-5716,pentecostal,chicago,revelation church of god in christ,il,1567 s kedzie ave,60623
364,(773) 538-7590,baptist,chicago,westpoint missionary baptist church,il,3566 s cottage grove ave,60653
365,(773) 762-0413,,chicago,holy sanctury community ch,il,1516 s kedzie ave,60623
366,(773) 638-3700,baptist,chicago,christian love missionary baptist church of chicago,il,535 n spaulding ave,60624
367,(773) 477-8683,,chicago,32nd ward democrats,il,2539 n southport ave,60614
368,(773) 489-8402,,chicago,wise owl,il,2734 w north ave,60647
369,(773) 486-1660,,chicago,st hedwig church,il,2226 n hoyne ave,60647
370,(773) 522-8483,,chicago,manantial de vida inc,il,2244 s marshall blvd,60623
371,(773) 940-0100,,chicago,peoples church of the harvest,il,414 s homan ave,60624
372,(773) 525-1793,greek orthodox,chicago,st george greek orthodox,il,2701 n sheffield ave,60614
373,(773) 521-9402,baptist,chicago,siloam baptist church,il,1522 s sawyer ave,60623
374,(773) 285-1622,baptist,chicago,greater grace temple baptist church,il,3754 s indiana ave,60653
375,(773) 722-1232,baptist,chicago,greater sweet home missionary baptist church,il,3245 w chicago ave,60651
376,(773) 548-6566,,chicago,williams e r,il,3736 s king dr,60653
377,(773) 522-1851,baptist,chicago,thompson hopewell baptist church,il,3313 w douglas blvd,60623
378,(773) 762-0611,baptist,chicago,douglas park baptist church,il,1840 s kedzie ave,60623
379,(773) 762-4417,baptist,chicago,christian valley baptist church,il,1237 s homan ave,60623
380,(773) 522-2700,evangelical,chicago,amazing grace ministries inc,il,2341 s sacramento ave,60623
381,(773) 826-8880,baptist,chicago,faith community baptist church,il,3456 w flournoy st,60624
382,(773) 384-3304,,chicago,new life family svc,il,1663 n mozart st,60647
383,(773) 376-8745,catholic,chicago,blessed sacrament parish our lady of good counsel,il,3532 s hermitage ave,60609
384,(773) 486-4222,Lutheran,chicago,lutheran day nursery,il,1802 n fairfield ave,60647
385,(872) 444-5427,catholic,chicago,blessed sacrament church,il,3528 s hermitage ave,60609
386,(773) 645-0966,christian,chicago,christ center,il,1116 n kedzie ave,60651
387,(773) 722-1540,,chicago,union m b church,il,610 n homan ave,60624
388,(773) 235-5420,united church of christ,chicago,st luke's united church of christ,il,2914 w north ave,60647
389,(773) 525-8844,baptist,chicago,first romanian baptist church,il,2622 n ashland ave,60614
390,(773) 521-6723,baptist,chicago,new macedonia baptist church,il,1519 s homan ave,60623
391,(773) 281-1423,,chicago,lubin abraham,il,3760 s cottage grove ave,60653
392,(773) 762-6600,methodist,chicago,carey tercentenary a m e church,il,1448 s homan ave,60623
393,(773) 826-4054,evangelical,chicago,breakthrough urban ministries,il,402 n saint louis ave,60624
394,(773) 533-6877,Assemblies of God,chicago,people's church of the harvest,il,3570 w 5th ave,60624
395,(773) 533-4273,,chicago,first church of the brethern,il,425 s central park blvd ste 1,60624
396,(773) 762-7345,baptist,chicago,mount herbon baptist church,il,3447 w douglas blvd,60623
397,(773) 826-9438,,chicago,pleasant valley mb church,il,3435 w chicago ave,60651
398,(773) 360-1784,pentecostal,chicago,first spaulding church of god,il,1132 n spaulding ave,60651
399,(872) 444-5583,,chicago,hantley ericka,il,924 n homan ave,60651
400,(773) 265-1810,baptist,chicago,sunrise baptist church,il,1101 s central park ave,60624
401,(773) 376-5370,Lutheran,chicago,st andrew lutheran,il,3659 s honore st,60609
402,(773) 276-7286,,chicago,urban vineyard,il,2145 n maplewood ave,60647
403,(773) 227-8735,pentecostal,chicago,church of god,il,3305 w division st,60651
404,(773) 521-2103,christian,chicago,better way christian community church,il,1901 s homan ave,60623
405,(773) 687-8946,,chicago,northside church,il,1943 n california ave ste a,60647
406,(773) 268-1196,baptist,chicago,saint joseph baptist church,il,611 e pershing rd,60653
407,(773) 762-5467,,chicago,greater bethel church,il,1919 s homan ave,60623
408,(773) 935-0642,united church of christ,chicago,wellington ave united church of christ,il,615 w wellington ave,60657
409,(773) 523-7911,baptist,chicago,bethany baptist church,il,3532 s hoyne ave,60609
410,(773) 536-1026,baptist,chicago,outreach missionary baptist church,il,615 e pershing rd,60653
411,(773) 486-0049,christian jehovah's witnesses,chicago,union park congregation of jehovah witness,il,3412 w augusta blvd,60651
412,(773) 523-3917,,chicago,ss peter & paul parish,il,3745 s paulina st,60609
413,(312) 534-5153,,chicago,office for divine worship,il,3525 s lake park ave,60653
414,(773) 823-9152,christian,chicago,redeem christian worship center,il,1910 s kedzie ave,60623
415,(773) 489-4949,christian,chicago,defenders of the christian faith inc,il,2421 w division st,60622
416,(773) 826-8099,baptist,chicago,mt sinai baptist church,il,2841 w washington blvd,60612
417,(773) 248-1440,,chicago,st paul ucc,il,638 w kemper pl,60614
418,(773) 276-2678,,chicago,church of moral council,il,1621 n western ave,60647
419,(773) 265-1719,baptist,chicago,shiloh missionary baptist church,il,3162 w monroe st,60612
420,(773) 247-6645,,chicago,saint roman church,il,2311 s washtenaw ave,60608
421,(773) 247-6644,,chicago,assumption church b v m,il,2434 s california ave,60608
422,(773) 265-5950,,chicago,revelations international,il,3333 w arthington st,60624
423,(773) 265-4659,,chicago,spirit of truth church,il,3447 w harrison st,60624
424,(773) 247-6760,christian,chicago,new vision community church,il,2552 w 21st st,60608
425,(773) 522-8188,evangelical,chicago,greater christian fellowship,il,3161 w ogden ave,60623
426,(773) 927-9811,,chicago,lacruzada misionera,il,2624 w cermak rd,60608
427,(773) 521-8400,catholic,chicago,our lady of tepeyac,il,3047 w cermak rd,60623
428,(872) 444-5074,catholic/orthodox,chicago,st timothy house of prayer,il,3440 w grenshaw st,60624
429,(773) 538-3294,christian bible church,chicago,beersheba bible church ministries,il,259 e pershing rd,60653
430,(773) 549-6111,,chicago,lincoln park community shelter,il,600 w fullerton pkwy,60614
431,(773) 384-7113,,chicago,new life covenant,il,2704 w north ave,60647
432,(773) 384-2200,,chicago,chicago dream center,il,1636 n california ave,60647
433,(773) 783-9744,,chicago,prayer band ga church,il,321 e pershing rd,60653
434,(773) 722-7741,christian,chicago,true tabernacle,il,2843 w harrison st,60612
435,(773) 276-2567,christian bible church,chicago,mount gilead bible church,il,1459 n talman ave,60622
436,(773) 935-7856,christian,chicago,united christian church,il,1055 w diversey pkwy,60614
437,(773) 826-6608,,chicago,st paul church of prayer & praise,il,724 n saint louis ave,60624
438,(773) 277-6756,christian,chicago,healing wings of glory church,il,1820 s kedzie ave,60623
439,(773) 247-0665,,chicago,kolbe house,il,2434 s california ave,60608
440,(773) 890-4659,,chicago,new life covenant,il,2512 s oakley ave,60608
441,(773) 672-4849,catholic,chicago,st alphonsus roman catholic church,il,1429 w wellington ave,60657
442,(312) 270-0708,pentecostal,chicago,indiana avenue pentecostal ch,il,3520 s indiana ave,60653
443,(773) 924-7766,baptist,chicago,greater harvest baptist church,il,5141 s state st,60609
444,(773) 762-2432,christian,chicago,jesus word center,il,4224 w 13th st,60623
445,(773) 588-4040,Lutheran,chicago,concordia lutheran church,il,2645 w belmont ave,60618
446,(773) 523-1402,catholic,chicago,immaculate conception ch,il,2745 w 44th st,60632
447,(773) 285-8111,baptist,chicago,morning star baptist church of chicago,il,3993 s king dr,60653
448,(773) 373-8500,pentecostal,chicago,apostolic faith church,il,3823 s indiana ave,60653
449,(773) 762-2322,christian,chicago,good shepherd church,il,2735 s kolin ave,60623
450,(773) 624-7069,pentecostal,chicago,pillar of truth evangelistic church cogic,il,5154 s halsted st,60609
451,(773) 288-1700,pentecostal,chicago,life center cogic,il,5500 s indiana ave,60637
452,(773) 548-4111,methodist,chicago,turner memorial ame church,il,3610 s giles ave,60653
453,(773) 277-8515,,chicago,agape church,il,3821 w 18th st,60623
454,(773) 862-2554,,chicago,institute biblico international,il,3435 w wabansia ave,60647
455,(773) 252-4545,orthodox church,chicago,serbian orthodox church of the holy resurrection,il,3062 w palmer blvd,60647
456,(773) 921-4673,church of the nazarene,chicago,first church of the nazarene,il,500 n laramie ave,60644
