,id,name,Address1,Address2,PHONE,street,city,zipcode,state,affili
3350,3369,lifehouse community church,"402 w 144th striverdale, il 60827","402+w+144th+striverdale,+il+60827",(708) 487-9936,402 w 144th st,riverdale,60827,il,
3514,3533,christ worship center,"14130 s indiana averiverdale, il 60827","14130+s+indiana+averiverdale,+il+60827",(708) 201-5490,14130 s indiana ave,riverdale,60827,il,
3531,3550,queen of apostles church,"207 w 145th striverdale, il 60827","207+w+145th+striverdale,+il+60827",(708) 849-4901,207 w 145th st,riverdale,60827,il,
4104,4123,jordan temple church,"4421 roosevelt rdhillside, il 60162","4421+roosevelt+rdhillside,+il+60162",(708) 236-0800,4421 roosevelt rd,hillside,60162,il,
4106,4125,jesus outreach ministry,"500 n mannheim rd unit 100hillside, il 60162","500+n+mannheim+rd+unit+100hillside,+il+60162",(708) 544-4778,500 n mannheim rd unit 100,hillside,60162,il,
4107,4126,mew ministries,"4415 harrison st ste 312hillside, il 60162","4415+harrison+st+ste+312hillside,+il+60162",(708) 449-2877,4415 harrison st ste 312,hillside,60162,il,
4108,4127,world deliverance christian center,"4400 frontage rdhillside, il 60162","4400+frontage+rdhillside,+il+60162",(708) 398-3211,4400 frontage rd,hillside,60162,il,
4110,4129,jordan temple church,"4431 roosevelt rdhillside, il 60162","4431+roosevelt+rdhillside,+il+60162",(708) 236-0805,4431 roosevelt rd,hillside,60162,il,
4112,4131,central advent christian mission society,"2237 high ridge pkwyhillside, il 60162","2237+high+ridge+pkwyhillside,+il+60162",(708) 449-4449,2237 high ridge pkwy,hillside,60162,il,
4113,4132,apostolic christian church,"1401 s wolf rdhillside, il 60162","1401+s+wolf+rdhillside,+il+60162",(708) 449-5422,1401 s wolf rd,hillside,60162,il,
4115,4134,northern illinois district of the lutheran church,"2301 s wolf rdhillside, il 60162","2301+s+wolf+rdhillside,+il+60162",(708) 449-3026,2301 s wolf rd,hillside,60162,il,
4118,4137,hope lutheran church,"5159 madison sthillside, il 60162","5159+madison+sthillside,+il+60162",(708) 449-8688,5159 madison st,hillside,60162,il,
4122,4141,freedom baptist church,"4541 harrison sthillside, il 60162","4541+harrison+sthillside,+il+60162",(708) 449-3733,4541 harrison st,hillside,60162,il,
4125,4144,immanuel lutheran church,"2317 s wolf rdhillside, il 60162","2317+s+wolf+rdhillside,+il+60162",(708) 562-5590,2317 s wolf rd,hillside,60162,il,evangelical
4127,4146,cross roads church of hillside,"5152 butterfield rdhillside, il 60162","5152+butterfield+rdhillside,+il+60162",(708) 449-8717,5152 butterfield rd,hillside,60162,il,christian
4128,4147,berkeley-hillside prsbytrn chr,"5207 ridge avehillside, il 60162","5207+ridge+avehillside,+il+60162",(708) 449-7171,5207 ridge ave,hillside,60162,il,
4130,4149,st domitilla,"4940 washington sthillside, il 60162","4940+washington+sthillside,+il+60162",(708) 449-8430,4940 washington st,hillside,60162,il,
4131,4150,progressive life giving word,"4500 frontage rdhillside, il 60162","4500+frontage+rdhillside,+il+60162",(708) 544-8700,4500 frontage rd,hillside,60162,il,christian
4390,4486,st domitilla covent,"601 n hillside avehillside, il 60162","601+n+hillside+avehillside,+il+60162",(708) 632-5020,601 n hillside ave,hillside,60162,il,
4632,4728,church of christ,"1236 63rd stdowners grove, il 60516","1236+63rd+stdowners+grove,+il+60516",(630) 538-3467,1236 63rd st,downers grove,60516,il,
4633,4729,first christian church,"801 63rd stdowners grove, il 60516","801+63rd+stdowners+grove,+il+60516",(630) 968-7818,801 63rd st,downers grove,60516,il,
4634,4730,divine savior parish,"6700 main stdowners grove, il 60516","6700+main+stdowners+grove,+il+60516",(630) 969-1532,6700 main st,downers grove,60516,il,
4635,4731,downers grove christian school,"929 maple avedowners grove, il 60515","929+maple+avedowners+grove,+il+60515",(630) 852-0832,929 maple ave,downers grove,60515,il,
4636,4732,friends meeting of downers grove quakers,"5710 lomond avedowners grove, il 60516","5710+lomond+avedowners+grove,+il+60516",(630) 968-3861,5710 lomond ave,downers grove,60516,il,
4638,4734,st luke presbyterian church,"3910 highland avedowners grove, il 60515","3910+highland+avedowners+grove,+il+60515",(630) 969-3121,3910 highland ave,downers grove,60515,il,
4639,4735,downers grove community church,"6600 fairview avedowners grove, il 60516","6600+fairview+avedowners+grove,+il+60516",(630) 969-3320,6600 fairview ave,downers grove,60516,il,
4640,4736,hobson road community church,"2531 hobson rddowners grove, il 60516","2531+hobson+rddowners+grove,+il+60516",(630) 968-6146,2531 hobson rd,downers grove,60516,il,
4644,4740,north fairview bible church,"3838 sterling rddowners grove, il 60515","3838+sterling+rddowners+grove,+il+60515",(630) 968-5641,3838 sterling rd,downers grove,60515,il,
4645,4741,marquette manor baptist academy,"333 75th stdowners grove, il 60516","333+75th+stdowners+grove,+il+60516",(630) 964-5363,333 75th st,downers grove,60516,il,
4650,4746,first united methodist church,"1032 maple avedowners grove, il 60515","1032+maple+avedowners+grove,+il+60515",(630) 968-7120,1032 maple ave,downers grove,60515,il,
4652,4748,first baptist church of downers grove,"929 maple avedowners grove, il 60515","929+maple+avedowners+grove,+il+60515",(630) 984-6029,929 maple ave,downers grove,60515,il,
2977,2996,our lady of hope church,"9711 w devon averosemont, il 60018","9711+w+devon+averosemont,+il+60018",(847) 825-4673,9711 w devon ave,rosemont,60018,il,
2920,2939,kenilworth union church,"211 kenilworth avekenilworth, il 60043","211+kenilworth+avekenilworth,+il+60043",(847) 251-4272,211 kenilworth ave,kenilworth,60043,il,
2952,2971,church of the holy comforter,"222 kenilworth avekenilworth, il 60043","222+kenilworth+avekenilworth,+il+60043",(847) 251-6120,222 kenilworth ave,kenilworth,60043,il,
2955,2974,st vincent ferrer church,"1530 jackson averiver forest, il 60305","1530+jackson+averiver+forest,+il+60305",(708) 366-7090,1530 jackson ave,river forest,60305,il,
2958,2977,grace evangelical lutheran church,"7300 division striver forest, il 60305","7300+division+striver+forest,+il+60305",(708) 366-6900,7300 division st,river forest,60305,il,
2991,3010,first church of christ scientist oak pk river forest,"946 n harlem averiver forest, il 60305","946+n+harlem+averiver+forest,+il+60305",(708) 366-6677,946 n harlem ave,river forest,60305,il,
3012,3031,first presbyterian church,"7551 quick averiver forest, il 60305","7551+quick+averiver+forest,+il+60305",(708) 366-5822,7551 quick ave,river forest,60305,il,
3014,3033,neighborhood united methodist church,"735 franklin averiver forest, il 60305","735+franklin+averiver+forest,+il+60305",(708) 366-0772,735 franklin ave,river forest,60305,il,
3022,3041,saint luke parish,"7600 lake striver forest, il 60305","7600+lake+striver+forest,+il+60305",(708) 771-8250,7600 lake st,river forest,60305,il,
3024,3043,st luke catholic school,"519 ashland averiver forest, il 60305","519+ashland+averiver+forest,+il+60305",(708) 366-8587,519 ashland ave,river forest,60305,il,
3025,3044,kaine management inc,"7629 lake striver forest, il 60305","7629+lake+striver+forest,+il+60305",(708) 771-8790,7629 lake st,river forest,60305,il,
3026,3045,christ episcopal church,"515 franklin averiver forest, il 60305","515+franklin+averiver+forest,+il+60305",(708) 366-7730,515 franklin ave,river forest,60305,il,
3038,3057,river forest united methodist,"7970 lake striver forest, il 60305","7970+lake+striver+forest,+il+60305",(708) 771-3668,7970 lake st,river forest,60305,il,
3922,3941,lutheran child & family,"7620 madison striver forest, il 60305","7620+madison+striver+forest,+il+60305",(708) 771-7180,7620 madison st,river forest,60305,il,
3336,3355,dixmoor house of prayer,"14314 winchester avedixmoor, il 60426","14314+winchester+avedixmoor,+il+60426",(708) 388-5800,14314 winchester ave,dixmoor,60426,il,
3339,3358,true gospel apostolic church,"14319 wood stdixmoor, il 60426","14319+wood+stdixmoor,+il+60426",(708) 385-2752,14319 wood st,dixmoor,60426,il,
3340,3359,true holiness church,"14319 wood stdixmoor, il 60426","14319+wood+stdixmoor,+il+60426",(708) 925-0417,14319 wood st,dixmoor,60426,il,
3343,3362,true vine baptist church,"14324 marshfield avedixmoor, il 60426","14324+marshfield+avedixmoor,+il+60426",(708) 385-1132,14324 marshfield ave,dixmoor,60426,il,
3345,3364,dixmoor community church,"14400 marshfield avedixmoor, il 60426","14400+marshfield+avedixmoor,+il+60426",(708) 388-0436,14400 marshfield ave,dixmoor,60426,il,
2182,2182,st rosalie church,"4401 n oak park aveharwood heights, il 60706","4401+n+oak+park+aveharwood+heights,+il+60706",(708) 867-8817,4401 n oak park ave,harwood heights,60706,il,
2183,2183,prayer garden ministries,"6620 w gunnison stharwood heights, il 60706","6620+w+gunnison+stharwood+heights,+il+60706",(708) 667-0923,6620 w gunnison st,harwood heights,60706,il,evangelical
2184,2184,bethany baptist church,"6700 w gunnison stharwood heights, il 60706","6700+w+gunnison+stharwood+heights,+il+60706",(708) 867-9111,6700 w gunnison st,harwood heights,60706,il,baptist
2802,2821,norwegian lutheran church,"4729 n odell aveharwood heights, il 60706","4729+n+odell+aveharwood+heights,+il+60706",(708) 867-7051,4729 n odell ave,harwood heights,60706,il,
4208,4304,hepbron presbyterian church,"511 n schoenbeck rdprospect heights, il 60070","511+n+schoenbeck+rdprospect+heights,+il+60070",(847) 394-8454,511 n schoenbeck rd,prospect heights,60070,il,
4219,4315,one in christ episcopal church,"307 w hintz rdprospect heights, il 60070","307+w+hintz+rdprospect+heights,+il+60070",(847) 537-0590,307 w hintz rd,prospect heights,60070,il,
4227,4323,st alphonsus liguori,"411 n wheeling rdprospect heights, il 60070","411+n+wheeling+rdprospect+heights,+il+60070",(847) 255-5538,411 n wheeling rd,prospect heights,60070,il,
4270,4366,agape presbyterian church,"308 e camp mcdonald rdprospect heights, il 60070","308+e+camp+mcdonald+rdprospect+heights,+il+60070",(847) 788-9990,308 e camp mcdonald rd,prospect heights,60070,il,
4271,4367,rvchurchesusa,"212 shannon drprospect heights, il 60070","212+shannon+drprospect+heights,+il+60070",(847) 577-4426,212 shannon dr,prospect heights,60070,il,
4283,4379,saint alphonsus liguori,"411 n wheeling rd side 2prospect heights, il 60070","411+n+wheeling+rd+side+2prospect+heights,+il+60070",(847) 255-7452,411 n wheeling rd side 2,prospect heights,60070,il,
4286,4382,olive tree congregation,"400 n elmhurst rdprospect heights, il 60070","400+n+elmhurst+rdprospect+heights,+il+60070",(847) 222-1230,400 n elmhurst rd,prospect heights,60070,il,
4287,4383,living faith bible church,"400 n elmhurst rdprospect heights, il 60070","400+n+elmhurst+rdprospect+heights,+il+60070",(847) 870-1160,400 n elmhurst rd,prospect heights,60070,il,
4296,4392,hebron community church,"515 n schoenbeck rdprospect heights, il 60070","515+n+schoenbeck+rdprospect+heights,+il+60070",(847) 253-9110,515 n schoenbeck rd,prospect heights,60070,il,
4307,4403,our redeemer lutheran church,"304 w palatine rdprospect heights, il 60070","304+w+palatine+rdprospect+heights,+il+60070",(847) 537-4430,304 w palatine rd,prospect heights,60070,il,
4314,4410,lutheran church of the good shepherd,"1111 n elmhurst rdprospect heights, il 60070","1111+n+elmhurst+rdprospect+heights,+il+60070",(847) 537-4353,1111 n elmhurst rd,prospect heights,60070,il,
4388,4484,korean central united methodist church,"203 e camp mcdonald rdprospect heights, il 60070","203+e+camp+mcdonald+rdprospect+heights,+il+60070",(847) 797-1144,203 e camp mcdonald rd,prospect heights,60070,il,
3776,3795,riverside presbyterian church,"116 barrypoint rdriverside, il 60546","116+barrypoint+rdriverside,+il+60546",(708) 447-1520,116 barrypoint rd,riverside,60546,il,
3780,3799,st mary school,"97 herrick rdriverside, il 60546","97+herrick+rdriverside,+il+60546",(708) 447-5747,97 herrick rd,riverside,60546,il,
3782,3801,saint paul's parish,"60 akenside rdriverside, il 60546","60+akenside+rdriverside,+il+60546",(224) 353-4139,60 akenside rd,riverside,60546,il,
3784,3803,united methodist church,"82 woodside rdriverside, il 60546","82+woodside+rdriverside,+il+60546",(708) 447-1760,82 woodside rd,riverside,60546,il,
3797,3816,st peter & paul evangelical lutheran church of riverside,"250 woodside rdriverside, il 60546","250+woodside+rdriverside,+il+60546",(708) 442-5250,250 woodside rd,riverside,60546,il,
3800,3819,ascension lutheran church,"400 nuttall rdriverside, il 60546","400+nuttall+rdriverside,+il+60546",(708) 447-2600,400 nuttall rd,riverside,60546,il,
3803,3822,field management,"2900 lincoln averiverside, il 60546","2900+lincoln+averiverside,+il+60546",(708) 447-9221,2900 lincoln ave,riverside,60546,il,methodist
3809,3828,corner stone montenssori,"7716 w 26th striverside, il 60546","7716+w+26th+striverside,+il+60546",(708) 434-5031,7716 w 26th st,riverside,60546,il,
3871,3890,christ presbyterian church,"2350 s 8th averiverside, il 60546","2350+s+8th+averiverside,+il+60546",(708) 447-5200,2350 s 8th ave,riverside,60546,il,
3872,3891,school sisters of notre dame,"2400 s 10th averiverside, il 60546","2400+s+10th+averiverside,+il+60546",(708) 447-0032,2400 s 10th ave,riverside,60546,il,
3989,4008,st mary parish,"126 herrick rdriverside, il 60546","126+herrick+rdriverside,+il+60546",(708) 447-1020,126 herrick rd,riverside,60546,il,
4000,4019,mater christi catholic church,"2431 s 10th averiverside, il 60546","2431+s+10th+averiverside,+il+60546",(708) 447-1840,2431 s 10th ave,riverside,60546,il,
3603,3622,hope lutheran church,"6455 joliet rdla grange highlands, il 60525","6455+joliet+rdla+grange+highlands,+il+60525",(708) 354-6176,6455 joliet rd,la grange highlands,60525,il,
3788,3807,advent christian church,"1525 w plainfield rdla grange highlands, il 60525","1525+w+plainfield+rdla+grange+highlands,+il+60525",(708) 246-6061,1525 w plainfield rd,la grange highlands,60525,il,
4054,4073,highlands presbyterian church,"1901 w 58th plla grange highlands, il 60525","1901+w+58th+plla+grange+highlands,+il+60525",(708) 246-1911,1901 w 58th pl,la grange highlands,60525,il,
4214,4310,medinah baptist church,"900 foster avemedinah, il 60157","900+foster+avemedinah,+il+60157",(630) 980-9421,900 foster ave,medinah,60157,il,
4335,4431,hindu society inc,"6n020 medinah rdmedinah, il 60157","6n020+medinah+rdmedinah,+il+60157",(630) 980-0900,6n020 medinah rd,medinah,60157,il,
2905,2924,vietnamese buddhist association,"2940 n 75th ctelmwood park, il 60707","2940+n+75th+ctelmwood+park,+il+60707",(708) 695-5788,2940 n 75th ct,elmwood park,60707,il,
2909,2928,grace lutheran church,"2700 n harlem aveelmwood park, il 60707","2700+n+harlem+aveelmwood+park,+il+60707",(708) 453-4897,2700 n harlem ave,elmwood park,60707,il,
2911,2930,st celestine,"3020 n 76th ctelmwood park, il 60707","3020+n+76th+ctelmwood+park,+il+60707",(708) 453-2555,3020 n 76th ct,elmwood park,60707,il,
2912,2931,jehovah's witnesses,"7309 w fullerton aveelmwood park, il 60707","7309+w+fullerton+aveelmwood+park,+il+60707",(708) 456-1955,7309 w fullerton ave,elmwood park,60707,il,
2913,2932,united methodist church,"3000 n 77th ctelmwood park, il 60707","3000+n+77th+ctelmwood+park,+il+60707",(708) 453-6087,3000 n 77th ct,elmwood park,60707,il,
2914,2933,elmwood park bible church,"2334 n 75th aveelmwood park, il 60707","2334+n+75th+aveelmwood+park,+il+60707",(708) 453-4012,2334 n 75th ave,elmwood park,60707,il,
2917,2936,lutheran soc svcs ii,"7940 w grand aveelmwood park, il 60707","7940+w+grand+aveelmwood+park,+il+60707",(708) 452-0238,7940 w grand ave,elmwood park,60707,il,
2918,2937,pillar of enoch ministry,"1708 n 77th aveelmwood park, il 60707","1708+n+77th+aveelmwood+park,+il+60707",(708) 977-0115,1708 n 77th ave,elmwood park,60707,il,
2961,2980,new horizon temple,"7810 w elmgrove drelmwood park, il 60707","7810+w+elmgrove+drelmwood+park,+il+60707",(708) 452-2255,7810 w elmgrove dr,elmwood park,60707,il,
3102,3121,lakeview church,"950 northbrook avenorthbrook, il 60062","950+northbrook+avenorthbrook,+il+60062",(224) 415-3721,950 northbrook ave,northbrook,60062,il,
3152,3171,a g schneider associates,"707 skokie blvdnorthbrook, il 60062","707+skokie+blvdnorthbrook,+il+60062",(847) 509-2758,707 skokie blvd,northbrook,60062,il,
3153,3172,united synagogue,"601 skokie blvd ste 205northbrook, il 60062","601+skokie+blvd+ste+205northbrook,+il+60062",(847) 714-9130,601 skokie blvd ste 205,northbrook,60062,il,
3154,3173,saint john evangelical church,"3020 milwaukee avenorthbrook, il 60062","3020+milwaukee+avenorthbrook,+il+60062",(847) 296-5727,3020 milwaukee ave,northbrook,60062,il,
3155,3174,lutheran church charities,"3020 milwaukee avenorthbrook, il 60062","3020+milwaukee+avenorthbrook,+il+60062",(224) 257-4389,3020 milwaukee ave,northbrook,60062,il,
3162,3181,christian science association,"707 skokie blvdnorthbrook, il 60062","707+skokie+blvdnorthbrook,+il+60062",(847) 272-0080,707 skokie blvd,northbrook,60062,il,
3168,3187,korean central covenent church,"950 northbrook avenorthbrook, il 60062","950+northbrook+avenorthbrook,+il+60062",(847) 272-9522,950 northbrook ave,northbrook,60062,il,
4146,4242,grace lutheran church,"2245 walters avenorthbrook, il 60062","2245+walters+avenorthbrook,+il+60062",(312) 883-1625,2245 walters ave,northbrook,60062,il,
4147,4243,ark northwest,"3100 dundee rd ste 802northbrook, il 60062","3100+dundee+rd+ste+802northbrook,+il+60062",(847) 272-5330,3100 dundee rd ste 802,northbrook,60062,il,
4149,4245,the mustard seed nursery school,"2245 walters avenorthbrook, il 60062","2245+walters+avenorthbrook,+il+60062",(312) 883-1654,2245 walters ave,northbrook,60062,il,
4150,4246,temple beth-el,"3610 dundee rdnorthbrook, il 60062","3610+dundee+rdnorthbrook,+il+60062",(847) 205-9982,3610 dundee rd,northbrook,60062,il,
4154,4250,st peter community church,"2700 willow rdnorthbrook, il 60062","2700+willow+rdnorthbrook,+il+60062",(847) 272-2246,2700 willow rd,northbrook,60062,il,
4156,4252,st norbert's convent,"1808 elm avenorthbrook, il 60062","1808+elm+avenorthbrook,+il+60062",(847) 272-4666,1808 elm ave,northbrook,60062,il,
4157,4253,st norbert school,"1817 walters avenorthbrook, il 60062","1817+walters+avenorthbrook,+il+60062",(847) 272-0051,1817 walters ave,northbrook,60062,il,
4158,4254,christian science society,"1812 chapel ctnorthbrook, il 60062","1812+chapel+ctnorthbrook,+il+60062",(847) 272-5522,1812 chapel ct,northbrook,60062,il,
4159,4255,zen buddhist temple of chicago,"865 bittersweet drnorthbrook, il 60062","865+bittersweet+drnorthbrook,+il+60062",(847) 272-2070,865 bittersweet dr,northbrook,60062,il,
4160,4256,33 management,"1363 shermer rdnorthbrook, il 60062","1363+shermer+rdnorthbrook,+il+60062",(847) 272-7884,1363 shermer rd,northbrook,60062,il,
4161,4257,village presbyterian church,"1300 shermer rdnorthbrook, il 60062","1300+shermer+rdnorthbrook,+il+60062",(847) 272-0900,1300 shermer rd,northbrook,60062,il,
4162,4258,northbrook seventh-day adventist church,"2211 pfingsten rdnorthbrook, il 60062","2211+pfingsten+rdnorthbrook,+il+60062",(847) 498-2313,2211 pfingsten rd,northbrook,60062,il,
4163,4259,northbrook convenant church,"2737 techny rdnorthbrook, il 60062","2737+techny+rdnorthbrook,+il+60062",(847) 272-8270,2737 techny rd,northbrook,60062,il,
4165,4261,glenbrook korean united methodist,"1190 western avenorthbrook, il 60062","1190+western+avenorthbrook,+il+60062",(847) 272-2442,1190 western ave,northbrook,60062,il,
4167,4263,gloria dei evangelical lutheran church,"1133 pfingsten rdnorthbrook, il 60062","1133+pfingsten+rdnorthbrook,+il+60062",(847) 272-0400,1133 pfingsten rd,northbrook,60062,il,
4168,4264,saint giles episcopal church,"3025 walters ave ste anorthbrook, il 60062","3025+walters+ave+ste+anorthbrook,+il+60062",(847) 272-6622,3025 walters ave ste a,northbrook,60062,il,
4171,4267,congregation beth shalom,"3433 walters avenorthbrook, il 60062","3433+walters+avenorthbrook,+il+60062",(847) 498-4100,3433 walters ave,northbrook,60062,il,
4172,4268,board of jewish education,"3320 dundee rdnorthbrook, il 60062","3320+dundee+rdnorthbrook,+il+60062",(847) 291-7788,3320 dundee rd,northbrook,60062,il,
4174,4270,our lady of the brook,"3700 dundee rdnorthbrook, il 60062","3700+dundee+rdnorthbrook,+il+60062",(847) 272-5686,3700 dundee rd,northbrook,60062,il,
4177,4273,north northfield united methodist church,"797 sanders rdnorthbrook, il 60062","797+sanders+rdnorthbrook,+il+60062",(847) 272-2250,797 sanders rd,northbrook,60062,il,
4178,4274,young israel of northbrook,"3545 walters avenorthbrook, il 60062","3545+walters+avenorthbrook,+il+60062",(847) 480-9462,3545 walters ave,northbrook,60062,il,
4292,4388,jewish federation of metropolitan chicago,"300 revere dr ste 211northbrook, il 60062","300+revere+dr+ste+211northbrook,+il+60062",(847) 272-2614,300 revere dr ste 211,northbrook,60062,il,
4294,4390,jehovah's witnesses,"400 pfingsten rdnorthbrook, il 60062","400+pfingsten+rdnorthbrook,+il+60062",(847) 272-6166,400 pfingsten rd,northbrook,60062,il,
4305,4401,petra presbyterian church,"3005 macarthur blvdnorthbrook, il 60062","3005+macarthur+blvdnorthbrook,+il+60062",(847) 498-5880,3005 macarthur blvd,northbrook,60062,il,
4199,4295,christian congregation,"120 s mill rdwood dale, il 60191","120+s+mill+rdwood+dale,+il+60191",(630) 238-9276,120 s mill rd,wood dale,60191,il,
4207,4303,calvary lutheran church,"107 n wood dale rdwood dale, il 60191","107+n+wood+dale+rdwood+dale,+il+60191",(630) 766-2838,107 n wood dale rd,wood dale,60191,il,
4265,4361,holy ghost church,"254 n wood dale rdwood dale, il 60191","254+n+wood+dale+rdwood+dale,+il+60191",(630) 860-2975,254 n wood dale rd,wood dale,60191,il,
4267,4363,flextron circuit assembly,"300 bauman ctwood dale, il 60191","300+bauman+ctwood+dale,+il+60191",(630) 509-3833,300 bauman ct,wood dale,60191,il,
4281,4377,salt creek bible church,"128 juliann drwood dale, il 60191","128+juliann+drwood+dale,+il+60191",(630) 594-1213,128 juliann dr,wood dale,60191,il,
4282,4378,sokagakkai international,"347 georgetown sqwood dale, il 60191","347+georgetown+sqwood+dale,+il+60191",(630) 238-8411,347 georgetown sq,wood dale,60191,il,
4362,4458,saint peter's lutheran church,"450 forest preserve drwood dale, il 60191","450+forest+preserve+drwood+dale,+il+60191",(630) 595-0143,450 forest preserve dr,wood dale,60191,il,
4637,4733,new song church,"151 e briarcliff rdbolingbrook, il 60440","151+e+briarcliff+rdbolingbrook,+il+60440",(630) 739-2824,151 e briarcliff rd,bolingbrook,60440,il,
4641,4737,friendship united methodist church,"305 e boughton rdbolingbrook, il 60440","305+e+boughton+rdbolingbrook,+il+60440",(630) 972-1011,305 e boughton rd,bolingbrook,60440,il,
4642,4738,first baptist church,"314 e briarcliff rdbolingbrook, il 60440","314+e+briarcliff+rdbolingbrook,+il+60440",(630) 739-5411,314 e briarcliff rd,bolingbrook,60440,il,
3233,3252,celia gregg memorial a m e church,"520 sibley blvdcalumet city, il 60409","520+sibley+blvdcalumet+city,+il+60409",(708) 730-9602,520 sibley blvd,calumet city,60409,il,
3446,3465,christ universal temple,"461 madison avecalumet city, il 60409","461+madison+avecalumet+city,+il+60409",(708) 868-5683,461 madison ave,calumet city,60409,il,
3473,3492,walking by faith ministries,"299 luella avecalumet city, il 60409","299+luella+avecalumet+city,+il+60409",(708) 862-4499,299 luella ave,calumet city,60409,il,
3588,3607,god's word christian center,"675 wentworth avecalumet city, il 60409","675+wentworth+avecalumet+city,+il+60409",(708) 730-9162,675 wentworth ave,calumet city,60409,il,
3640,3659,house of prayer for all nation ministries,"400 park avecalumet city, il 60409","400+park+avecalumet+city,+il+60409",(708) 868-0324,400 park ave,calumet city,60409,il,
3701,3720,praise alive christian center,"577 price avecalumet city, il 60409","577+price+avecalumet+city,+il+60409",(708) 862-7222,577 price ave,calumet city,60409,il,
3704,3723,first pentecostal community,"713 burnham avecalumet city, il 60409","713+burnham+avecalumet+city,+il+60409",(708) 933-6738,713 burnham ave,calumet city,60409,il,
3712,3731,calumet city chiropractor,"1011 river oaks drcalumet city, il 60409","1011+river+oaks+drcalumet+city,+il+60409",(708) 891-5350,1011 river oaks dr,calumet city,60409,il,
3714,3733,methodist youth services,"1248 river drcalumet city, il 60409","1248+river+drcalumet+city,+il+60409",(708) 868-8906,1248 river dr,calumet city,60409,il,
3716,3735,evangelical training association,"1551 regency ctcalumet city, il 60409","1551+regency+ctcalumet+city,+il+60409",(708) 933-6491,1551 regency ct,calumet city,60409,il,
3718,3737,st. andrew the apostle church,"331 155th plcalumet city, il 60409","331+155th+plcalumet+city,+il+60409",(708) 862-4143,331 155th pl,calumet city,60409,il,
3731,3750,state bishop of il,"1355 price avecalumet city, il 60409","1355+price+avecalumet+city,+il+60409",(708) 360-3695,1355 price ave,calumet city,60409,il,
3732,3751,our lady of knock,"501 163rd stcalumet city, il 60409","501+163rd+stcalumet+city,+il+60409",(708) 862-3011,501 163rd st,calumet city,60409,il,
3982,4001,calumet city first,"800 pulaski rdcalumet city, il 60409","800+pulaski+rdcalumet+city,+il+60409",(708) 868-1691,800 pulaski rd,calumet city,60409,il,
3983,4002,treasure from the word ministries,"862 burnham avecalumet city, il 60409","862+burnham+avecalumet+city,+il+60409",(708) 862-8620,862 burnham ave,calumet city,60409,il,
4092,4111,healing center cogic,"1351 stanley blvdcalumet city, il 60409","1351+stanley+blvdcalumet+city,+il+60409",(708) 832-9460,1351 stanley blvd,calumet city,60409,il,
2901,2920,st paul of the cross school,"140 s northwest hwypark ridge, il 60068","140+s+northwest+hwypark+ridge,+il+60068",(847) 825-6366,140 s northwest hwy,park ridge,60068,il,
2902,2921,south park church,"1330 courtland avepark ridge, il 60068","1330+courtland+avepark+ridge,+il+60068",(847) 825-5507,1330 courtland ave,park ridge,60068,il,
2903,2922,mary seat of wisdom church,"920 granville avepark ridge, il 60068","920+granville+avepark+ridge,+il+60068",(847) 825-3153,920 granville ave,park ridge,60068,il,
2938,2957,first united methodist church,"418 w touhy avepark ridge, il 60068","418+w+touhy+avepark+ridge,+il+60068",(847) 825-3144,418 w touhy ave,park ridge,60068,il,
2939,2958,1st church of christ scientist,"13 n prospect avepark ridge, il 60068","13+n+prospect+avepark+ridge,+il+60068",(847) 823-3329,13 n prospect ave,park ridge,60068,il,
2940,2959,saint lukes lutheran church,"205 n prospect avepark ridge, il 60068","205+n+prospect+avepark+ridge,+il+60068",(847) 825-6659,205 n prospect ave,park ridge,60068,il,
2941,2960,park ridge community church,"100 courtland avepark ridge, il 60068","100+courtland+avepark+ridge,+il+60068",(847) 823-3164,100 courtland ave,park ridge,60068,il,
2942,2961,park ridge recreation,"833 w talcott rdpark ridge, il 60068","833+w+talcott+rdpark+ridge,+il+60068",(847) 692-3810,833 w talcott rd,park ridge,60068,il,
2943,2962,mary seat of wisdom,"1352 s cumberland avepark ridge, il 60068","1352+s+cumberland+avepark+ridge,+il+60068",(847) 825-2500,1352 s cumberland ave,park ridge,60068,il,
2949,2968,st andrews lutheran school,"260 n northwest hwypark ridge, il 60068","260+n+northwest+hwypark+ridge,+il+60068",(847) 823-9308,260 n northwest hwy,park ridge,60068,il,
2950,2969,elizabeth's cleaning service inc,"216 n grace avepark ridge, il 60068","216+n+grace+avepark+ridge,+il+60068",(773) 725-1854,216 n grace ave,park ridge,60068,il,
2953,2972,north maine community church,"209 n western avepark ridge, il 60068","209+n+western+avepark+ridge,+il+60068",(847) 287-1061,209 n western ave,park ridge,60068,il,
2959,2978,midwest presbyterian church,"1437 oakton stpark ridge, il 60068","1437+oakton+stpark+ridge,+il+60068",(847) 292-1254,1437 oakton st,park ridge,60068,il,Lutheran
2962,2981,redeemer lutheran church,"1006 gillick st uppr 1park ridge, il 60068","1006+gillick+st+uppr+1park+ridge,+il+60068",(847) 823-3634,1006 gillick st uppr 1,park ridge,60068,il,
2969,2988,park ridge presbyterian church,"1300 w crescent avepark ridge, il 60068","1300+w+crescent+avepark+ridge,+il+60068",(847) 823-4135,1300 w crescent ave,park ridge,60068,il,
2973,2992,passionists,"660 busse hwypark ridge, il 60068","660+busse+hwypark+ridge,+il+60068",(847) 518-8844,660 busse hwy,park ridge,60068,il,
